title,org,tender_description,opening_date,n_bids_declared,bid_number,bidder_name,currency,bid_amount,category,created_date,pdf_url,detail_url
Drainage Improvement Works At Quincy Super Village Anse Etoile,SEYCHELLES INFRASTRUCTURE AGENCY,DRAINAGE IMPROVEMENT WORKS AT QUINCY SUPER VILLAGE ANSE ETOILE,,3,3.0,DIJAN CONSTRUCTION PTY LTD,SR,650990.0,Infrastructure,30 March 2026.,https://www.ntb.sc/media/tender-files/DRAINAGE__IMPROVEMENT__WORKS_AT_QUINCY_SUPER_VILLAGE_ANSE_ETOILE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/drainage-improvement-works-at-quincy-super-village-anse-etoile
Glacis  Sorento Pipeline Replacement And Duct Laying Phase 1,PUBLIC UTILITIES CORPORATION,GLACIS SORENTO PIPELINE REPLACEMENT AND DUCT LAYING PHASE 1,26th MARCH 2026 10:00 HRS,3,1.0,DEAN BUILDERS,SR,7271440.0,Utilities,26 March 2026.,https://www.ntb.sc/media/tender-files/GLACIS_SORENTO_PIPELINE_REPLACEMENT_AND_DUCT_LAYING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/glacis-sorento-pipeline-replacement-and-duct-laying-phase-1
Glacis  Sorento Pipeline Replacement And Duct Laying Phase 1,PUBLIC UTILITIES CORPORATION,GLACIS SORENTO PIPELINE REPLACEMENT AND DUCT LAYING PHASE 1,26th MARCH 2026 10:00 HRS,3,2.0,"BENOITON CONSTRUCTION CO
PTY LTD",SR,6552315.0,Utilities,26 March 2026.,https://www.ntb.sc/media/tender-files/GLACIS_SORENTO_PIPELINE_REPLACEMENT_AND_DUCT_LAYING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/glacis-sorento-pipeline-replacement-and-duct-laying-phase-1
Glacis  Sorento Pipeline Replacement And Duct Laying Phase 1,PUBLIC UTILITIES CORPORATION,GLACIS SORENTO PIPELINE REPLACEMENT AND DUCT LAYING PHASE 1,26th MARCH 2026 10:00 HRS,3,3.0,"DUBAI CIVIL ENG.
CONSTRUCTION",SR,6507600.0,Utilities,26 March 2026.,https://www.ntb.sc/media/tender-files/GLACIS_SORENTO_PIPELINE_REPLACEMENT_AND_DUCT_LAYING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/glacis-sorento-pipeline-replacement-and-duct-laying-phase-1
Procurement Of Four (4) Vehicles,SEYCHELLES BROADCASTING CORPORATION,PROCUREMENT OF FOUR (4) VEHICLES,25th MARCH 2026 10:30 HRS,6,5.0,KIM KOON MOTORS,SR,345000.002,Transport,25 March 2026.,https://www.ntb.sc/media/tender-files/PROCUREMENT_FOR_4_VEHICLE-.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/procurement-of-four-4-vehicles
Civil Works For Electrical Ducts Installation At Beau-Vallon -(Lodoika),PUBLIC UTILITIES CORPORATION,CIVIL WORKS FOR ELECTRICAL DUCTS INSTALLATION AT BEAU-VALLON -(LODOIKA),25th MARCH 2026 10:00 HRS,4,1.0,DEAN BUILDERS,SR,591332.5,Utilities,25 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS__FOR_ELECTRICAL__DUCTS_INSTALLATION_A_BEAU_VALLON.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-electrical-ducts-installation-at-beau-vallon-lodoika
Civil Works For Electrical Ducts Installation At Beau-Vallon -(Lodoika),PUBLIC UTILITIES CORPORATION,CIVIL WORKS FOR ELECTRICAL DUCTS INSTALLATION AT BEAU-VALLON -(LODOIKA),25th MARCH 2026 10:00 HRS,4,2.0,ANTHONY CONSTRUCTION,SR,752427.5,Utilities,25 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS__FOR_ELECTRICAL__DUCTS_INSTALLATION_A_BEAU_VALLON.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-electrical-ducts-installation-at-beau-vallon-lodoika
Civil Works For Electrical Ducts Installation At Beau-Vallon -(Lodoika),PUBLIC UTILITIES CORPORATION,CIVIL WORKS FOR ELECTRICAL DUCTS INSTALLATION AT BEAU-VALLON -(LODOIKA),25th MARCH 2026 10:00 HRS,4,3.0,"BENOITON CONSTRUCTION CO
PTY LTD",SR,704907.5,Utilities,25 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS__FOR_ELECTRICAL__DUCTS_INSTALLATION_A_BEAU_VALLON.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-electrical-ducts-installation-at-beau-vallon-lodoika
Civil Works For Electrical Ducts Installation At Beau-Vallon -(Lodoika),PUBLIC UTILITIES CORPORATION,CIVIL WORKS FOR ELECTRICAL DUCTS INSTALLATION AT BEAU-VALLON -(LODOIKA),25th MARCH 2026 10:00 HRS,4,4.0,MONACO BUILDER,SR,1562000.0,Utilities,25 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS__FOR_ELECTRICAL__DUCTS_INSTALLATION_A_BEAU_VALLON.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-electrical-ducts-installation-at-beau-vallon-lodoika
Construction Of Concrete Bollards – Anse Royale,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF CONCRETE BOLLARDS – ANSE ROYALE,,4,1.0,R & E CONTRACTOR,SR,1191503.6,Roads & seawalls,23 March 2026.,https://www.ntb.sc/media/tender-files/CONST._CONCRETE_BOLLARDS_-_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-concrete-bollards-anse-royale
Construction Of Concrete Bollards – Anse Royale,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF CONCRETE BOLLARDS – ANSE ROYALE,,4,2.0,DIJAN CONSTRUCTION PTY LTD,SR,636769.4,Roads & seawalls,23 March 2026.,https://www.ntb.sc/media/tender-files/CONST._CONCRETE_BOLLARDS_-_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-concrete-bollards-anse-royale
Construction Of Concrete Bollards – Anse Royale,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF CONCRETE BOLLARDS – ANSE ROYALE,,4,3.0,KP CONSTRUCTION,SR,730063.2,Roads & seawalls,23 March 2026.,https://www.ntb.sc/media/tender-files/CONST._CONCRETE_BOLLARDS_-_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-concrete-bollards-anse-royale
Construction Of Concrete Bollards – Anse Royale,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF CONCRETE BOLLARDS – ANSE ROYALE,,4,4.0,H & O CONSTRUCTION,SR,658119.0,Roads & seawalls,23 March 2026.,https://www.ntb.sc/media/tender-files/CONST._CONCRETE_BOLLARDS_-_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-concrete-bollards-anse-royale
La Digue School Redevelopment – Limited,SEYCHELLES INFRASTRUCTURE AGENCY,LA DIGUE SCHOOL REDEVELOPMENT – LIMITED,,3,1.0,"UNITED CONCRETE PRODUCT
SEYCHELLES",SR,195129444.44,Education,19 March 2026.,https://www.ntb.sc/media/tender-files/LA_DIGUE_SCHOOL_REDEVELOPMENT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/la-digue-school-redevelopment-limited
La Digue School Redevelopment – Limited,SEYCHELLES INFRASTRUCTURE AGENCY,LA DIGUE SCHOOL REDEVELOPMENT – LIMITED,,3,2.0,"GREEN ISLAND CONSTRUCTION CO.
LTD",SR,217725577.21,Education,19 March 2026.,https://www.ntb.sc/media/tender-files/LA_DIGUE_SCHOOL_REDEVELOPMENT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/la-digue-school-redevelopment-limited
La Digue School Redevelopment – Limited,SEYCHELLES INFRASTRUCTURE AGENCY,LA DIGUE SCHOOL REDEVELOPMENT – LIMITED,,3,3.0,VIJAY CONSTRUCTION PTY LTD,SR,141320000.0,Education,19 March 2026.,https://www.ntb.sc/media/tender-files/LA_DIGUE_SCHOOL_REDEVELOPMENT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/la-digue-school-redevelopment-limited
Renovation Of Fire Damaged House At Grand Anse,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF FIRE DAMAGED HOUSE AT GRAND ANSE,,5,1.0,KP CONSTRUCTION,SR,453620.0,Infrastructure,18 March 2026.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_FIRE_DAMAGED_HOUSE_AT_GRAND_ANSE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-fire-damaged-house-at-grand-anse
Renovation Of Fire Damaged House At Grand Anse,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF FIRE DAMAGED HOUSE AT GRAND ANSE,,5,2.0,EUODOO PTY LTD,SR,444458.0,Infrastructure,18 March 2026.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_FIRE_DAMAGED_HOUSE_AT_GRAND_ANSE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-fire-damaged-house-at-grand-anse
Renovation Of Fire Damaged House At Grand Anse,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF FIRE DAMAGED HOUSE AT GRAND ANSE,,5,3.0,SEY SHELLS CONSTRUCTION LTD,SR,514470.0,Infrastructure,18 March 2026.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_FIRE_DAMAGED_HOUSE_AT_GRAND_ANSE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-fire-damaged-house-at-grand-anse
Renovation Of Fire Damaged House At Grand Anse,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF FIRE DAMAGED HOUSE AT GRAND ANSE,,5,4.0,FATEH CONSTRUCTION,SR,380165.0,Infrastructure,18 March 2026.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_FIRE_DAMAGED_HOUSE_AT_GRAND_ANSE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-fire-damaged-house-at-grand-anse
Renovation Of Fire Damaged House At Grand Anse,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF FIRE DAMAGED HOUSE AT GRAND ANSE,,5,5.0,DIJAN CONSTRUCTION PTY LTD,SR,442400.0,Infrastructure,18 March 2026.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_FIRE_DAMAGED_HOUSE_AT_GRAND_ANSE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-fire-damaged-house-at-grand-anse
Centralized Sewerage Extension At Coast Guard – Perseverance,PUBLIC UTILITIES CORPORATION,CENTRALIZED SEWERAGE EXTENSION AT COAST GUARD – PERSEVERANCE,16th MARCH 2026 10:00HRS,3,1.0,DEAN BUILDERS,SR,400565.0,Utilities,17 March 2026.,https://www.ntb.sc/media/tender-files/CENTRALIZED_SEWERAGE_EXTENSION_AT_COAST_GUARD_-_PERSEVERANCE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/centralized-sewerage-extension-at-coast-guard-perseverance
Centralized Sewerage Extension At Coast Guard – Perseverance,PUBLIC UTILITIES CORPORATION,CENTRALIZED SEWERAGE EXTENSION AT COAST GUARD – PERSEVERANCE,16th MARCH 2026 10:00HRS,3,2.0,"BENOITON CONSTRUCTION CO.
PTY LTD",SR,360588.25,Utilities,17 March 2026.,https://www.ntb.sc/media/tender-files/CENTRALIZED_SEWERAGE_EXTENSION_AT_COAST_GUARD_-_PERSEVERANCE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/centralized-sewerage-extension-at-coast-guard-perseverance
Centralized Sewerage Extension At Coast Guard – Perseverance,PUBLIC UTILITIES CORPORATION,CENTRALIZED SEWERAGE EXTENSION AT COAST GUARD – PERSEVERANCE,16th MARCH 2026 10:00HRS,3,3.0,EARTH DEV. PTY LTD,SR,805634.5,Utilities,17 March 2026.,https://www.ntb.sc/media/tender-files/CENTRALIZED_SEWERAGE_EXTENSION_AT_COAST_GUARD_-_PERSEVERANCE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/centralized-sewerage-extension-at-coast-guard-perseverance
Civil Works For Installation Of New Ice Plants At The Victoria Fishing Port,SEYCHELLES FISHERIES AUTHORITY,CIVIL WORKS FOR INSTALLATION OF NEW ICE PLANTS AT THE VICTORIA FISHING PORT -,10th MARCH 2026 AT: 11:00 HRS,4,1.0,RJH PLANT HIRE,SR,2581240.55,Fisheries,10 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS_FOR_INSTALLATION__OF_NEW_ICE_PLANTS_AT_THE_VICTORIA_FISHING_PORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-installation-of-new-ice-plants-at-the-victoria-fishing-port
Civil Works For Installation Of New Ice Plants At The Victoria Fishing Port,SEYCHELLES FISHERIES AUTHORITY,CIVIL WORKS FOR INSTALLATION OF NEW ICE PLANTS AT THE VICTORIA FISHING PORT -,10th MARCH 2026 AT: 11:00 HRS,4,2.0,BHAKTI BUILDERS,SR,2541742.36,Fisheries,10 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS_FOR_INSTALLATION__OF_NEW_ICE_PLANTS_AT_THE_VICTORIA_FISHING_PORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-installation-of-new-ice-plants-at-the-victoria-fishing-port
Civil Works For Installation Of New Ice Plants At The Victoria Fishing Port,SEYCHELLES FISHERIES AUTHORITY,CIVIL WORKS FOR INSTALLATION OF NEW ICE PLANTS AT THE VICTORIA FISHING PORT -,10th MARCH 2026 AT: 11:00 HRS,4,3.0,"GOLDEN BRICKS
CONSTRUCTION",SR,2449590.2,Fisheries,10 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS_FOR_INSTALLATION__OF_NEW_ICE_PLANTS_AT_THE_VICTORIA_FISHING_PORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-installation-of-new-ice-plants-at-the-victoria-fishing-port
Civil Works For Installation Of New Ice Plants At The Victoria Fishing Port,SEYCHELLES FISHERIES AUTHORITY,CIVIL WORKS FOR INSTALLATION OF NEW ICE PLANTS AT THE VICTORIA FISHING PORT -,10th MARCH 2026 AT: 11:00 HRS,4,4.0,ADAM & SON PTY LTD,SR,2746818.47,Fisheries,10 March 2026.,https://www.ntb.sc/media/tender-files/CIVIL_WORKS_FOR_INSTALLATION__OF_NEW_ICE_PLANTS_AT_THE_VICTORIA_FISHING_PORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/civil-works-for-installation-of-new-ice-plants-at-the-victoria-fishing-port
Renovation Works at La Retraite Fish Market,SEYCHELLES FISHERIES AUTHORITY,RENOVATION WORKS AT LA RETRAITE FISH MARKET,9th MARCH 2026 AT: 10:00 HRS,6,1.0,"BONNELAME
CONSTRUCTION",SR,252271.25,Infrastructure,09 March 2026.,https://www.ntb.sc/media/tender-files/renovation_works__at_la_retraite_fish_market.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-la-retraite-fish-market
Renovation Works at La Retraite Fish Market,SEYCHELLES FISHERIES AUTHORITY,RENOVATION WORKS AT LA RETRAITE FISH MARKET,9th MARCH 2026 AT: 10:00 HRS,6,2.0,W&M MAINTENANCE,SR,300703.15,Infrastructure,09 March 2026.,https://www.ntb.sc/media/tender-files/renovation_works__at_la_retraite_fish_market.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-la-retraite-fish-market
Renovation Works at La Retraite Fish Market,SEYCHELLES FISHERIES AUTHORITY,RENOVATION WORKS AT LA RETRAITE FISH MARKET,9th MARCH 2026 AT: 10:00 HRS,6,3.0,"MOUNTAIN HIGH
CONSTRUCTION",SR,284913.08,Infrastructure,09 March 2026.,https://www.ntb.sc/media/tender-files/renovation_works__at_la_retraite_fish_market.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-la-retraite-fish-market
Renovation Works at La Retraite Fish Market,SEYCHELLES FISHERIES AUTHORITY,RENOVATION WORKS AT LA RETRAITE FISH MARKET,9th MARCH 2026 AT: 10:00 HRS,6,4.0,SANAT CONSTRUCTION,SR,214095.2,Infrastructure,09 March 2026.,https://www.ntb.sc/media/tender-files/renovation_works__at_la_retraite_fish_market.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-la-retraite-fish-market
Renovation Works at La Retraite Fish Market,SEYCHELLES FISHERIES AUTHORITY,RENOVATION WORKS AT LA RETRAITE FISH MARKET,9th MARCH 2026 AT: 10:00 HRS,6,5.0,A PLUS CONSTRUCTION,SR,167629.0,Infrastructure,09 March 2026.,https://www.ntb.sc/media/tender-files/renovation_works__at_la_retraite_fish_market.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-la-retraite-fish-market
Renovation Works at La Retraite Fish Market,SEYCHELLES FISHERIES AUTHORITY,RENOVATION WORKS AT LA RETRAITE FISH MARKET,9th MARCH 2026 AT: 10:00 HRS,6,6.0,BCM BUILDERS,SR,307543.5,Infrastructure,09 March 2026.,https://www.ntb.sc/media/tender-files/renovation_works__at_la_retraite_fish_market.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-la-retraite-fish-market
Procurement Of Maintenance Services For Air Conditioning Units At SPTC Premises,SEYCHELLES PUBLIC TRANSPORT CORPORATION,PROCUREMENT OF MAINTENANCE SERVICES FOR AIR CONDITIONING UNITS AT SPTC PREMISES,2nd MARCH 2026 11:30HRS,6,,,,,Other,03 March 2026.,https://www.ntb.sc/media/tender-files/PROCUREMENT_OF_MAINT._SERVCES_FOR_AIR_CONDITION_AT_SPTC_PREMISES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/procurement-of-maintenance-services-for-air-conditioning-units-at-sptc-premises
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,1.0,A & H BUILDERS,SR,1534815.0,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,2.0,NICK’S & CO BUILDERS,SR,2116000.29,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,3.0,EUODOO PTY LTD,SR,1182300.0,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,4.0,SEY SHELLS CONSTRUCTION LTD,SR,1306100.0,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,5.0,LARJ ENTERPRISE PTY LTD,SR,1611290.14,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,6.0,UNIQUE ENG.,SR,1159052.35,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Construction Of Additional Toilet At Plaisance Primary School & Creche,SEYCHELLES INFRASTRUCTURE AGENCY,CONSTRUCTION OF ADDITIONAL TOILET AT PLAISANCE PRIMARY SCHOOL & CRECHE,,7,7.0,RHS CONSTRUCTION,SR,1110308.6,Housing,26 February 2026.,https://www.ntb.sc/media/tender-files/CONST._ADDITIONAL_TOILET_AT_PLAISANCE_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-additional-toilet-at-plaisance-primary-school-creche
Supply And Installation Of Two Centralized Alarm System- Limited,SEYCHELLES FISHERIES AUTHORITY,SUPPLY AND INSTALLATION OF TWO CENTRALIZED ALARM SYSTEM- LIMITED,24th FEBRUARY 2026 AT: 10:30 HRS,3,,,,,Other,24 February 2026.,https://www.ntb.sc/media/tender-files/supply_and_installation_of_two_centralized_alarm_system.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/supply-and-installation-of-two-centralized-alarm-system-limited
"Major Plumbing Works And Gutter Replacement At Blocks Of Flats At Kan Toburk, Phase 1 & 2 – Sans Soucis",PROPERTY MANAGEMENT CORPORATION,"MAJOR PLUMBING WORKS AND GUTTER REPLACEMENT AT BLOCKS OF FLATS AT KAN TOBURK, PHASE 1 & 2 – SANS SOUCIS",23rd FEBRUARY 2026 AT: 10:30 HRS,2,1.0,HYDROLOGY PTY LTD,SR,1031580.0,Housing,24 February 2026.,https://www.ntb.sc/media/tender-files/MAJOR_PLUMBING_GUTTER_REPLACEMENT_AT_BLOCKS_KAN_TOBURK.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/major-plumbing-works-and-gutter-replacement-at-blocks-of-flats-at-kan-toburk-phase-1-2-sans-soucis
"Major Plumbing Works And Gutter Replacement At Blocks Of Flats At Kan Toburk, Phase 1 & 2 – Sans Soucis",PROPERTY MANAGEMENT CORPORATION,"MAJOR PLUMBING WORKS AND GUTTER REPLACEMENT AT BLOCKS OF FLATS AT KAN TOBURK, PHASE 1 & 2 – SANS SOUCIS",23rd FEBRUARY 2026 AT: 10:30 HRS,2,2.0,AMICO INVESTMENT,SR,1096680.0,Housing,24 February 2026.,https://www.ntb.sc/media/tender-files/MAJOR_PLUMBING_GUTTER_REPLACEMENT_AT_BLOCKS_KAN_TOBURK.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/major-plumbing-works-and-gutter-replacement-at-blocks-of-flats-at-kan-toburk-phase-1-2-sans-soucis
Provision Of Maintenance Services At The Health Care Facilities,HEALTH CARE AGENCY,PROVISION OF MAINTENANCE SERVICES AT THE HEALTH CARE FACILITIES (4 LOTS),23rd FEBRUARY 2025 AT 10:00 HRS,12,9.0,"DYNAMIC
GENERAL",SR,1440000.0,Health,24 February 2026.,https://www.ntb.sc/media/tender-files/MAINTENANCE_SERVICES_AT_THE_HEALTH_CARE_FACILITIES_4_LOTS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-maintenance-services-at-the-health-care-facilities
Road Widening And Retaining Wall At Curio Road,SEYCHELLES LAND TRANSPORT AGENCY,ROAD WIDENING AND RETAINING WALL AT CURIO ROAD – LIMITED,5th FEBRUARY 2026 AT: 11:00 HRS,4,1.0,BAZIL CONSTRUCTION,SR,1642307.0,Roads & seawalls,05 February 2026.,https://www.ntb.sc/media/tender-files/road_widening_and_retaining_wall_at_curio_road.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/road-widening-and-retaining-wall-at-curio-road
Road Widening And Retaining Wall At Curio Road,SEYCHELLES LAND TRANSPORT AGENCY,ROAD WIDENING AND RETAINING WALL AT CURIO ROAD – LIMITED,5th FEBRUARY 2026 AT: 11:00 HRS,4,2.0,RJH PLANT HIRE,SR,1578599.5,Roads & seawalls,05 February 2026.,https://www.ntb.sc/media/tender-files/road_widening_and_retaining_wall_at_curio_road.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/road-widening-and-retaining-wall-at-curio-road
Road Widening And Retaining Wall At Curio Road,SEYCHELLES LAND TRANSPORT AGENCY,ROAD WIDENING AND RETAINING WALL AT CURIO ROAD – LIMITED,5th FEBRUARY 2026 AT: 11:00 HRS,4,3.0,GC CONSTRUCTION,SR,2222228.0,Roads & seawalls,05 February 2026.,https://www.ntb.sc/media/tender-files/road_widening_and_retaining_wall_at_curio_road.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/road-widening-and-retaining-wall-at-curio-road
